Junction,CarCount,BusCount,BikeCount,TruckCount,TotalVehicles,Weather,Temperature,Hour,DayOfWeek,IsRushHour,IsWeekend,TrafficSituation
Junction C,66,11,25,5,107,Sunny,35.88178569613689,16,Wednesday,0,0,High
Junction C,94,11,33,14,152,Cloudy,37.32910233929592,17,Wednesday,1,0,Severe
Junction C,66,22,39,16,143,Cloudy,39.32086839285468,18,Wednesday,1,0,Severe
Junction B,95,20,32,11,158,Sunny,37.745524201416735,19,Wednesday,1,0,Severe
Junction B,30,9,17,9,65,Sunny,37.68976308872314,20,Wednesday,0,0,Medium
Junction A,68,13,25,4,110,Sunny,30.603824782114252,21,Wednesday,0,0,Medium
Junction C,43,14,18,11,86,Sunny,32.17048061971049,22,Wednesday,0,0,Medium
Junction C,18,3,14,1,36,Cloudy,26.856535720458346,23,Wednesday,0,0,Low
Junction B,27,9,13,2,51,Sunny,35.13707827705625,0,Thursday,0,0,Low
Junction A,29,8,12,0,49,Cloudy,36.87120832432775,1,Thursday,0,0,Low
Junction B,27,7,17,0,51,Sunny,30.011257517834736,2,Thursday,0,0,Low
Junction A,22,3,11,3,39,Sunny,26.4986391075399,3,Thursday,0,0,Low
Junction A,22,7,10,5,44,Cloudy,35.545893735424805,4,Thursday,0,0,Low
Junction A,26,7,0,3,36,Cloudy,29.027300393963223,5,Thursday,0,0,Low
Junction A,22,4,1,5,32,Sunny,33.98067501313726,6,Thursday,0,0,Low
Junction A,92,25,45,14,176,Sunny,32.1620721929388,7,Thursday,1,0,Severe
Junction C,75,16,31,9,131,Cloudy,25.073976058099994,8,Thursday,1,0,Severe
Junction A,87,16,35,17,155,Sunny,26.518078525915126,9,Thursday,1,0,Severe
Junction A,66,14,39,9,128,Sunny,27.29655357920514,10,Thursday,0,0,High
Junction C,54,11,17,10,92,Sunny,33.0297362948,11,Thursday,0,0,Medium
Junction A,72,22,42,7,143,Sunny,39.39869107612056,12,Thursday,0,0,High
Junction B,41,15,20,9,85,Sunny,31.781932364136605,13,Thursday,0,0,Medium
Junction C,40,12,28,9,89,Cloudy,34.370876075340306,14,Thursday,0,0,Medium
Junction B,70,15,24,8,117,Sunny,39.150184035365086,15,Thursday,0,0,High
Junction B,51,16,20,9,96,Cloudy,25.991139279788303,16,Thursday,0,0,High
Junction A,92,19,29,14,154,Cloudy,36.21062574564062,17,Thursday,1,0,Severe
Junction B,64,25,39,6,134,Cloudy,30.7896602682925,18,Thursday,1,0,Severe
Junction B,74,12,32,10,128,Sunny,28.71462679879746,19,Thursday,1,0,Severe
Junction A,53,13,28,16,110,Cloudy,28.50663094838275,20,Thursday,0,0,Medium
Junction B,46,13,20,6,85,Cloudy,36.775233474275126,21,Thursday,0,0,Medium
Junction C,30,9,22,11,72,Cloudy,37.34011907397656,22,Thursday,0,0,Medium
Junction C,15,8,12,5,40,Cloudy,33.17512633334495,23,Thursday,0,0,Low
Junction C,21,7,9,4,41,Sunny,31.545419093365037,0,Friday,0,0,Low
Junction A,13,5,6,4,28,Sunny,32.86190905655475,1,Friday,0,0,Low
Junction B,38,4,15,3,60,Sunny,29.385361044044245,2,Friday,0,0,Medium
Junction C,19,5,14,2,40,Sunny,32.61390890420423,3,Friday,0,0,Low
Junction B,18,0,15,6,39,Sunny,37.69752114405378,4,Friday,0,0,Low
Junction B,34,4,10,6,54,Sunny,34.15929819406543,5,Friday,0,0,Low
Junction B,27,9,9,1,46,Sunny,37.615116817275684,6,Friday,0,0,Low
Junction A,103,18,42,14,177,Sunny,25.71632119367099,7,Friday,1,0,Severe
Junction C,93,22,47,19,181,Sunny,38.619777903162074,8,Friday,1,0,Severe
Junction B,99,16,39,11,165,Sunny,32.85011788562749,9,Friday,1,0,Severe
Junction B,45,19,21,3,88,Cloudy,33.228508208915166,10,Friday,0,0,Medium
Junction A,75,19,29,14,137,Cloudy,39.34777241455228,11,Friday,0,0,High
Junction A,83,16,26,20,145,Sunny,32.006082933632676,12,Friday,0,0,High
Junction B,71,15,37,9,132,Sunny,32.02424546248174,13,Friday,0,0,Severe
Junction B,63,11,19,7,100,Cloudy,32.88564358036396,14,Friday,0,0,High
Junction B,70,16,25,9,120,Sunny,36.453761430877236,15,Friday,0,0,High
Junction C,57,25,30,10,122,Sunny,38.200431959697035,16,Friday,0,0,High
Junction A,90,29,44,15,178,Sunny,28.599687981498988,17,Friday,1,0,Severe
Junction A,96,24,53,22,195,Sunny,34.70560156994659,18,Friday,1,0,Severe
Junction B,84,19,42,10,155,Sunny,32.41058343488396,19,Friday,1,0,Severe
Junction A,73,11,31,13,128,Sunny,37.287074668540924,20,Friday,0,0,High
Junction A,56,9,34,5,104,Cloudy,35.466203225901765,21,Friday,0,0,Medium
Junction C,52,2,19,5,78,Cloudy,29.29017168949538,22,Friday,0,0,Medium
Junction B,15,0,12,3,30,Sunny,37.60362145908252,23,Friday,0,0,Low
Junction C,6,5,14,1,26,Sunny,26.098336162246774,0,Saturday,0,1,Low
Junction A,20,1,5,1,27,Sunny,36.65436983402439,1,Saturday,0,1,Low
Junction A,14,1,14,6,35,Sunny,29.397171522687646,2,Saturday,0,1,Low
Junction B,17,6,7,2,32,Cloudy,25.033715805587384,3,Saturday,0,1,Low
Junction B,13,5,0,1,19,Cloudy,39.56167417999308,4,Saturday,0,1,Low
Junction C,23,5,5,3,36,Sunny,34.93233770705663,5,Saturday,0,1,Low
Junction A,14,8,10,4,36,Sunny,34.51602515995184,6,Saturday,0,1,Low
Junction C,52,10,31,4,97,Sunny,35.03602663238057,7,Saturday,1,1,Medium
Junction A,52,16,32,10,110,Sunny,25.058282402355353,8,Saturday,1,1,Medium
Junction B,58,11,40,6,115,Sunny,31.154649999022517,9,Saturday,1,1,High
Junction A,69,9,26,6,110,Sunny,29.472570311920478,10,Saturday,0,1,Medium
Junction B,47,13,13,5,78,Sunny,31.755073160260093,11,Saturday,0,1,Medium
Junction A,46,11,27,6,90,Sunny,33.34773121152929,12,Saturday,0,1,Medium
Junction B,42,12,20,11,85,Sunny,28.749494791072035,13,Saturday,0,1,Medium
Junction A,55,12,26,4,97,Sunny,34.33466166044583,14,Saturday,0,1,Medium
Junction B,44,12,15,5,76,Cloudy,37.59716847112527,15,Saturday,0,1,Medium
Junction C,30,7,12,10,59,Cloudy,37.9939019984255,16,Saturday,0,1,Low
Junction A,59,18,35,9,121,Sunny,30.777679764239757,17,Saturday,1,1,High
Junction C,36,18,21,5,80,Sunny,37.855612193348364,18,Saturday,1,1,Medium
Junction C,49,19,9,3,80,Sunny,33.18203033417229,19,Saturday,1,1,Medium
Junction B,41,9,17,6,73,Sunny,33.61129268798106,20,Saturday,0,1,Medium
Junction B,26,13,24,2,65,Sunny,33.59513201565777,21,Saturday,0,1,Medium
Junction B,39,6,6,8,59,Sunny,33.005346234648414,22,Saturday,0,1,Low
Junction A,18,3,8,8,37,Sunny,30.54290316759468,23,Saturday,0,1,Low
Junction C,14,4,2,0,20,Cloudy,30.36324965779679,0,Sunday,0,1,Low
Junction B,11,3,2,4,20,Sunny,25.31541153331882,1,Sunday,0,1,Low
Junction A,7,3,0,3,13,Sunny,26.84326627521356,2,Sunday,0,1,Low
Junction C,7,4,5,0,16,Sunny,39.30014479957573,3,Sunday,0,1,Low
Junction C,10,0,6,6,22,Sunny,25.49929348493611,4,Sunday,0,1,Low
Junction A,16,7,6,1,30,Sunny,36.95858014278187,5,Sunday,0,1,Low
Junction B,6,2,8,2,18,Cloudy,28.12968391905346,6,Sunday,0,1,Low
Junction C,32,5,10,10,57,Sunny,33.45573934793482,7,Sunday,1,1,Low
Junction B,41,7,21,4,73,Sunny,36.35417266566523,8,Sunday,1,1,Medium
Junction C,35,10,12,9,66,Cloudy,25.622888515996102,9,Sunday,1,1,Medium
Junction B,28,8,21,3,60,Cloudy,29.2614325478491,10,Sunday,0,1,Medium
Junction C,24,6,20,5,55,Sunny,31.459290622371718,11,Sunday,0,1,Low
Junction C,31,4,13,6,54,Sunny,34.573701668360854,12,Sunday,0,1,Low
Junction C,28,3,21,10,62,Sunny,30.378579839821384,13,Sunday,0,1,Low
Junction A,22,14,11,7,54,Sunny,25.427199514945713,14,Sunday,0,1,Low
Junction B,39,9,15,1,64,Sunny,35.60765192084997,15,Sunday,0,1,Medium
Junction B,23,11,17,10,61,Sunny,30.886317803927408,16,Sunday,0,1,Medium
Junction B,47,5,26,6,84,Sunny,31.55099474777201,17,Sunday,1,1,Medium
Junction B,29,8,29,8,74,Sunny,26.26598405307845,18,Sunday,1,1,Medium
Junction C,39,5,18,6,68,Sunny,38.04756035642551,19,Sunday,1,1,Medium
Junction A,17,7,17,5,46,Cloudy,27.17448482617137,20,Sunday,0,1,Low
Junction A,22,2,15,5,44,Sunny,31.890485224690117,21,Sunday,0,1,Low
Junction C,28,7,19,0,54,Sunny,30.600897544272822,22,Sunday,0,1,Low
Junction A,20,0,13,2,35,Sunny,36.1334466047573,23,Sunday,0,1,Low
Junction A,27,2,15,4,48,Sunny,28.715816466934324,0,Monday,0,0,Low
Junction A,16,4,14,4,38,Sunny,30.36862542829539,1,Monday,0,0,Low
Junction A,32,6,13,6,57,Sunny,27.222194459759514,2,Monday,0,0,Low
Junction A,17,3,17,0,37,Sunny,25.757470195781533,3,Monday,0,0,Low
Junction C,15,2,7,4,28,Sunny,33.36865401359586,4,Monday,0,0,Low
Junction C,27,9,11,4,51,Sunny,31.45155517443051,5,Monday,0,0,Low
Junction A,30,4,18,5,57,Sunny,39.165710440201345,6,Monday,0,0,Low
Junction A,111,26,57,14,208,Sunny,38.55672835452994,7,Monday,1,0,Severe
Junction A,118,22,44,14,198,Sunny,29.737458882748,8,Monday,1,0,Severe
Junction C,71,14,31,12,128,Sunny,38.89277772993184,9,Monday,1,0,High
Junction A,82,22,19,11,134,Sunny,27.80146118426697,10,Monday,0,0,High
Junction B,54,24,27,15,120,Cloudy,25.60338191464327,11,Monday,0,0,High
Junction C,49,17,24,6,96,Sunny,28.696547336421297,12,Monday,0,0,Medium
Junction B,81,7,36,5,129,Cloudy,37.91732310678418,13,Monday,0,0,Severe
Junction B,57,19,33,9,118,Sunny,37.09674655674589,14,Monday,0,0,High
Junction A,65,24,35,9,133,Sunny,28.016712002536728,15,Monday,0,0,High
Junction C,64,10,23,5,102,Sunny,37.80869525823072,16,Monday,0,0,Medium
Junction A,81,18,50,15,164,Cloudy,36.276359688702016,17,Monday,1,0,Severe
Junction C,70,14,27,13,124,Sunny,30.30950141964135,18,Monday,1,0,High
Junction A,107,34,57,22,220,Sunny,31.29840440364334,19,Monday,1,0,Severe
Junction B,52,16,21,9,98,Sunny,26.759146150960884,20,Monday,0,0,High
Junction A,53,13,22,9,97,Cloudy,36.88554309819499,21,Monday,0,0,Medium
Junction A,64,12,34,7,117,Sunny,38.25675456534776,22,Monday,0,0,High
Junction B,23,8,1,4,36,Sunny,31.18389826094632,23,Monday,0,0,Low
Junction B,9,2,7,0,18,Sunny,29.820412016885186,0,Tuesday,0,0,Low
Junction C,13,9,6,3,31,Sunny,36.27546343335312,1,Tuesday,0,0,Low
Junction B,24,4,9,6,43,Sunny,32.428907977696994,2,Tuesday,0,0,Low
Junction B,26,5,8,2,41,Cloudy,35.02451336151144,3,Tuesday,0,0,Low
Junction B,22,7,13,1,43,Sunny,38.600723174634844,4,Tuesday,0,0,Low
Junction C,22,3,15,2,42,Cloudy,35.79388576096824,5,Tuesday,0,0,Low
Junction B,19,5,3,4,31,Sunny,38.83038483154457,6,Tuesday,0,0,Low
Junction C,69,14,29,11,123,Cloudy,36.60259355035,7,Tuesday,1,0,High
Junction B,87,21,30,12,150,Cloudy,38.34271656680481,8,Tuesday,1,0,Severe
Junction A,83,22,31,20,156,Sunny,28.946172351616426,9,Tuesday,1,0,Severe
Junction A,83,17,25,12,137,Sunny,35.69577508283805,10,Tuesday,0,0,High
Junction A,62,14,39,5,120,Sunny,32.443290582230816,11,Tuesday,0,0,High
Junction A,67,22,32,14,135,Sunny,32.504408294133626,12,Tuesday,0,0,High
Junction B,46,10,18,5,79,Sunny,39.67373621510997,13,Tuesday,0,0,Medium
Junction C,60,12,31,10,113,Sunny,28.063455975207674,14,Tuesday,0,0,High
Junction B,41,14,22,12,89,Sunny,31.379835269783804,15,Tuesday,0,0,Medium
Junction A,56,9,27,11,103,Sunny,25.962003378643296,16,Tuesday,0,0,Medium
Junction A,88,22,27,15,152,Sunny,35.66183685483973,17,Tuesday,1,0,High
Junction B,69,21,43,8,141,Sunny,26.456346037953676,18,Tuesday,1,0,Severe
Junction B,72,15,40,11,138,Cloudy,26.005578003297174,19,Tuesday,1,0,Severe
Junction A,47,16,22,7,92,Sunny,30.434357249490677,20,Tuesday,0,0,Medium
Junction C,29,6,20,3,58,Sunny,30.895406898049934,21,Tuesday,0,0,Low
Junction C,51,11,23,4,89,Sunny,38.05873318809445,22,Tuesday,0,0,Medium
Junction A,20,6,8,1,35,Sunny,29.06741363692523,23,Tuesday,0,0,Low
Junction B,11,2,10,3,26,Sunny,32.78491394306775,0,Wednesday,0,0,Low
Junction B,30,8,11,6,55,Sunny,32.41149746238704,1,Wednesday,0,0,Low
Junction C,14,4,5,1,24,Cloudy,36.87693333324275,2,Wednesday,0,0,Low
Junction B,21,3,14,2,40,Sunny,30.3000769509082,3,Wednesday,0,0,Low
Junction C,16,4,13,4,37,Cloudy,38.424667319195024,4,Wednesday,0,0,Low
Junction C,16,3,12,7,38,Cloudy,39.56450527221847,5,Wednesday,0,0,Low
Junction B,4,4,10,5,23,Cloudy,31.234906184806437,6,Wednesday,0,0,Low
Junction B,90,17,50,9,166,Cloudy,30.159714786564592,7,Wednesday,1,0,Severe
Junction B,65,11,33,14,123,Cloudy,37.801847319377714,8,Wednesday,1,0,Severe
Junction B,56,13,30,16,115,Cloudy,28.872851114517058,9,Wednesday,1,0,High
Junction C,73,12,27,5,117,Cloudy,39.422225770712586,10,Wednesday,0,0,High
Junction B,55,12,13,6,86,Sunny,27.35099993301467,11,Wednesday,0,0,Medium
Junction A,54,13,20,6,93,Cloudy,29.955997763123797,12,Wednesday,0,0,Medium
Junction C,64,10,24,9,107,Sunny,39.88236832490606,13,Wednesday,0,0,High
Junction C,49,17,22,15,103,Sunny,29.750273320645185,14,Wednesday,0,0,Medium
Junction C,47,12,20,3,82,Cloudy,25.18192074667978,15,Wednesday,0,0,Medium
Junction B,60,4,31,8,103,Sunny,38.656559250272586,16,Wednesday,0,0,High
Junction C,66,18,47,10,141,Sunny,30.813009144291087,17,Wednesday,1,0,Severe
Junction B,89,22,37,12,160,Sunny,25.960292655559464,18,Wednesday,1,0,Severe
Junction A,102,13,45,19,179,Cloudy,35.29706049719537,19,Wednesday,1,0,Severe
Junction C,38,8,15,8,69,Sunny,29.549981028478186,20,Wednesday,0,0,Medium
Junction B,42,8,17,4,71,Sunny,38.471536814267424,21,Wednesday,0,0,Medium
Junction A,37,16,30,8,91,Cloudy,34.110169820091784,22,Wednesday,0,0,Medium
Junction C,18,9,2,3,32,Sunny,32.428122880303974,23,Wednesday,0,0,Low
Junction A,28,13,8,4,53,Sunny,27.767459860821965,0,Thursday,0,0,Low
Junction C,14,4,11,0,29,Sunny,30.85378197547897,1,Thursday,0,0,Low
Junction A,31,7,12,4,54,Cloudy,29.335680880646933,2,Thursday,0,0,Low
Junction C,22,0,5,0,27,Sunny,32.94426876336126,3,Thursday,0,0,Low
Junction C,19,2,9,6,36,Sunny,30.807408244621183,4,Thursday,0,0,Low
Junction C,18,5,10,3,36,Sunny,25.189980387976114,5,Thursday,0,0,Low
Junction B,18,4,14,8,44,Sunny,34.31598486334279,6,Thursday,0,0,Low
Junction B,64,11,35,7,117,Cloudy,37.94593786699774,7,Thursday,1,0,High
Junction C,74,16,30,14,134,Sunny,39.68804603532607,8,Thursday,1,0,High
Junction C,63,6,37,11,117,Sunny,33.67694895864646,9,Thursday,1,0,High
Junction B,53,7,22,14,96,Cloudy,32.627575264749105,10,Thursday,0,0,High
Junction B,51,15,27,11,104,Sunny,32.04856889213644,11,Thursday,0,0,High
Junction A,83,12,35,9,139,Sunny,31.185512975053985,12,Thursday,0,0,High
Junction A,66,20,31,9,126,Sunny,28.526063447629408,13,Thursday,0,0,High
Junction C,44,17,21,8,90,Sunny,37.35248916794513,14,Thursday,0,0,Medium
Junction A,66,19,37,5,127,Sunny,27.16561417604504,15,Thursday,0,0,High
Junction A,77,12,36,12,137,Cloudy,37.09486372214355,16,Thursday,0,0,High
Junction A,94,19,41,11,165,Sunny,35.987405659246356,17,Thursday,1,0,Severe
Junction A,99,22,38,17,176,Sunny,32.2542206464712,18,Thursday,1,0,Severe
Junction C,72,19,38,6,135,Cloudy,30.663545799409768,19,Thursday,1,0,Severe
Junction B,30,9,29,11,79,Sunny,27.996219733761112,20,Thursday,0,0,Medium
Junction C,34,11,18,7,70,Sunny,35.39377104954992,21,Thursday,0,0,Medium
Junction A,70,15,31,11,127,Sunny,38.10813514604016,22,Thursday,0,0,High
Junction A,25,2,19,6,52,Sunny,28.40883371833998,23,Thursday,0,0,Low
Junction C,11,5,8,5,29,Sunny,36.18190475572504,0,Friday,0,0,Low
Junction C,8,4,8,0,20,Cloudy,28.28461407324494,1,Friday,0,0,Low
Junction B,26,1,13,2,42,Cloudy,34.27796941583443,2,Friday,0,0,Low
Junction A,33,7,12,4,56,Sunny,25.171853068839713,3,Friday,0,0,Low
Junction C,24,5,12,5,46,Sunny,38.07037147782966,4,Friday,0,0,Low
Junction C,18,4,16,5,43,Sunny,29.418548911334604,5,Friday,0,0,Low
Junction A,37,0,7,2,46,Cloudy,32.125372010911164,6,Friday,0,0,Low
Junction B,98,33,38,15,184,Sunny,39.51030955325048,7,Friday,1,0,Severe
Junction C,59,18,24,10,111,Cloudy,39.17471108657535,8,Friday,1,0,High
Junction B,91,27,25,14,157,Sunny,32.62043215241324,9,Friday,1,0,Severe
Junction B,53,23,31,7,114,Cloudy,36.65955378607124,10,Friday,0,0,High
Junction A,81,23,37,11,152,Cloudy,30.262157695319182,11,Friday,0,0,Severe
Junction B,80,18,16,11,125,Sunny,31.54891356616088,12,Friday,0,0,High
Junction C,41,11,25,10,87,Sunny,34.70496344964818,13,Friday,0,0,Medium
Junction A,92,20,45,18,175,Sunny,37.304427638698954,14,Friday,0,0,Severe
Junction B,64,11,27,3,105,Cloudy,28.038757870464117,15,Friday,0,0,High
Junction B,59,16,33,13,121,Cloudy,39.88914216716085,16,Friday,0,0,High
Junction A,95,20,28,19,162,Sunny,27.988468661236976,17,Friday,1,0,Severe
Junction C,70,14,43,18,145,Sunny,36.30316776146755,18,Friday,1,0,Severe
Junction B,94,24,39,12,169,Sunny,25.75395169635939,19,Friday,1,0,Severe
Junction A,69,9,24,11,113,Sunny,26.62064366381611,20,Friday,0,0,Medium
Junction C,35,9,16,9,69,Cloudy,31.56987191166501,21,Friday,0,0,Medium
Junction B,66,10,25,8,109,Sunny,31.71865179591176,22,Friday,0,0,High
Junction A,30,7,12,5,54,Cloudy,29.306681911483338,23,Friday,0,0,Low
Junction C,12,4,9,5,30,Cloudy,26.205383928125244,0,Saturday,0,1,Low
Junction B,10,1,5,4,20,Cloudy,30.07619850814203,1,Saturday,0,1,Low
Junction B,9,1,14,2,26,Cloudy,29.402108541586827,2,Saturday,0,1,Low
Junction C,13,4,1,6,24,Cloudy,31.710800155125877,3,Saturday,0,1,Low
Junction A,7,0,5,0,12,Cloudy,38.24485544630471,4,Saturday,0,1,Low
Junction A,30,1,4,4,39,Sunny,38.19804594807325,5,Saturday,0,1,Low
Junction C,4,1,3,1,9,Sunny,31.336064073013127,6,Saturday,0,1,Low
Junction B,43,16,27,10,96,Sunny,38.424998219916574,7,Saturday,1,1,Medium
Junction C,35,4,26,6,71,Sunny,35.57216361886779,8,Saturday,1,1,Medium
Junction C,48,14,25,9,96,Cloudy,25.276409165613405,9,Saturday,1,1,Medium
Junction C,31,8,30,5,74,Sunny,25.50873748668398,10,Saturday,0,1,Medium
Junction A,40,18,21,10,89,Sunny,35.86403602007407,11,Saturday,0,1,Medium
Junction A,47,1,22,5,75,Sunny,34.87390356389594,12,Saturday,0,1,Medium
Junction A,35,10,21,9,75,Cloudy,29.8351926010541,13,Saturday,0,1,Medium
Junction C,37,11,16,9,73,Sunny,27.07031501978118,14,Saturday,0,1,Medium
Junction A,42,7,18,4,71,Cloudy,27.41565442192179,15,Saturday,0,1,Medium
Junction A,64,5,16,6,91,Sunny,27.772426243384494,16,Saturday,0,1,Medium
Junction A,55,16,37,8,116,Sunny,31.152777256313122,17,Saturday,1,1,Medium
Junction C,61,10,20,9,100,Sunny,33.83488445191299,18,Saturday,1,1,Medium
Junction C,51,9,13,5,78,Sunny,36.576211670490395,19,Saturday,1,1,Medium
Junction C,25,0,15,3,43,Cloudy,31.134692691286485,20,Saturday,0,1,Low
Junction B,41,5,10,5,61,Sunny,27.265794390966626,21,Saturday,0,1,Medium
Junction C,24,8,7,4,43,Cloudy,33.90349335193796,22,Saturday,0,1,Low
Junction A,20,5,10,4,39,Sunny,26.79945713858052,23,Saturday,0,1,Low
Junction A,8,0,0,1,9,Cloudy,39.18160717803593,0,Sunday,0,1,Low
Junction C,0,6,5,1,12,Sunny,29.813215880343222,1,Sunday,0,1,Low
Junction C,1,7,9,2,19,Sunny,39.17673341658077,2,Sunday,0,1,Low
Junction B,12,6,13,2,33,Sunny,30.769366631404424,3,Sunday,0,1,Low
Junction A,10,1,14,7,32,Sunny,28.562817384683026,4,Sunday,0,1,Low
Junction C,12,0,2,0,14,Sunny,31.059434823892584,5,Sunday,0,1,Low
Junction A,9,1,10,6,26,Sunny,38.23328892515099,6,Sunday,0,1,Low
Junction B,43,13,27,5,88,Sunny,31.031217239964626,7,Sunday,1,1,Medium
Junction C,43,5,6,3,57,Sunny,36.99290837904,8,Sunday,1,1,Low
Junction C,36,9,22,6,73,Sunny,26.637201468514654,9,Sunday,1,1,Medium
Junction B,22,4,8,0,34,Sunny,33.88869980243405,10,Sunday,0,1,Low
Junction A,40,14,21,10,85,Cloudy,31.22484675041363,11,Sunday,0,1,Medium
Junction A,50,5,20,4,79,Cloudy,33.73017035004993,12,Sunday,0,1,Medium
Junction A,29,3,10,2,44,Cloudy,25.446866549136914,13,Sunday,0,1,Low
Junction B,30,9,20,5,64,Sunny,39.50629150315441,14,Sunday,0,1,Medium
Junction C,23,4,20,3,50,Cloudy,37.374743055306126,15,Sunday,0,1,Low
Junction B,19,11,13,5,48,Sunny,38.534835130522616,16,Sunday,0,1,Low
Junction B,51,8,22,1,82,Cloudy,25.9663438690242,17,Sunday,1,1,Medium
Junction C,31,10,27,8,76,Sunny,26.221465400610416,18,Sunday,1,1,Medium
Junction B,31,10,14,12,67,Cloudy,39.76434059046768,19,Sunday,1,1,Medium
Junction A,20,2,11,1,34,Cloudy,38.09084925635812,20,Sunday,0,1,Low
Junction C,23,5,5,6,39,Sunny,26.546929944261052,21,Sunday,0,1,Low
Junction A,33,10,12,7,62,Cloudy,36.996656588486175,22,Sunday,0,1,Low
Junction A,19,2,10,2,33,Sunny,34.18802727211563,23,Sunday,0,1,Low
Junction B,19,3,3,1,26,Sunny,34.49398388979466,0,Monday,0,0,Low
Junction B,12,0,9,4,25,Sunny,27.210085947040398,1,Monday,0,0,Low
Junction B,31,2,9,1,43,Sunny,28.974070173975438,2,Monday,0,0,Low
Junction C,10,3,10,6,29,Cloudy,35.53234111232474,3,Monday,0,0,Low
Junction C,29,2,15,6,52,Sunny,31.932213377315172,4,Monday,0,0,Low
Junction C,14,7,6,5,32,Sunny,27.482279047336853,5,Monday,0,0,Low
Junction C,22,0,10,8,40,Sunny,25.893337978067123,6,Monday,0,0,Low
Junction A,88,31,49,10,178,Sunny,28.97478218631249,7,Monday,1,0,Severe
Junction A,115,25,50,11,201,Sunny,34.13194668178794,8,Monday,1,0,Severe
Junction B,94,34,40,20,188,Sunny,39.946809070303615,9,Monday,1,0,Severe
Junction A,57,13,22,5,97,Cloudy,25.622974069626412,10,Monday,0,0,Medium
Junction B,80,21,34,7,142,Sunny,33.37057818559152,11,Monday,0,0,Severe
Junction B,46,14,26,6,92,Sunny,28.71339780123348,12,Monday,0,0,Medium
Junction C,60,18,37,9,124,Sunny,39.59062713480347,13,Monday,0,0,High
Junction A,87,18,24,12,141,Sunny,36.93628648981112,14,Monday,0,0,High
Junction B,83,18,33,13,147,Sunny,27.134430405576445,15,Monday,0,0,Severe
Junction C,63,13,25,11,112,Sunny,34.21211369850772,16,Monday,0,0,High
Junction A,108,24,30,16,178,Cloudy,25.125563860028635,17,Monday,1,0,Severe
Junction B,72,23,37,11,143,Cloudy,32.55108899999132,18,Monday,1,0,Severe
Junction B,80,25,38,13,156,Sunny,26.671332068144977,19,Monday,1,0,Severe
Junction A,55,11,33,10,109,Cloudy,38.5300481326171,20,Monday,0,0,Medium
Junction A,54,13,31,11,109,Cloudy,32.21344223291923,21,Monday,0,0,Medium
Junction C,55,5,23,2,85,Sunny,37.41279324239447,22,Monday,0,0,Medium
Junction A,20,8,4,9,41,Sunny,37.31221598520286,23,Monday,0,0,Low
Junction C,27,8,6,5,46,Cloudy,38.60069533121691,0,Tuesday,0,0,Low
Junction B,21,2,7,5,35,Sunny,29.57098907040222,1,Tuesday,0,0,Low
Junction A,24,6,8,4,42,Cloudy,37.30933178499292,2,Tuesday,0,0,Low
Junction C,19,5,11,2,37,Sunny,28.960925139028667,3,Tuesday,0,0,Low
Junction C,21,6,9,4,40,Sunny,26.557473166658017,4,Tuesday,0,0,Low
Junction B,19,8,8,2,37,Cloudy,35.10978890525496,5,Tuesday,0,0,Low
Junction B,16,7,12,2,37,Sunny,39.59081833918124,6,Tuesday,0,0,Low
Junction B,78,5,28,11,122,Sunny,27.68372383171714,7,Tuesday,1,0,High
Junction C,80,21,35,14,150,Cloudy,29.6709888150087,8,Tuesday,1,0,Severe
Junction A,100,17,45,6,168,Sunny,32.40143173572146,9,Tuesday,1,0,Severe
Junction A,91,14,32,11,148,Sunny,32.03147601755667,10,Tuesday,0,0,High
Junction C,37,11,29,10,87,Sunny,27.46187912822589,11,Tuesday,0,0,Medium
Junction B,63,13,26,10,112,Sunny,35.77747473996453,12,Tuesday,0,0,High
Junction A,69,18,39,13,139,Sunny,29.80332569742015,13,Tuesday,0,0,High
Junction B,64,13,15,12,104,Sunny,30.027424822427907,14,Tuesday,0,0,High
Junction C,47,11,26,5,89,Sunny,36.38026953646947,15,Tuesday,0,0,Medium
Junction A,58,20,31,8,117,Sunny,26.944453378157192,16,Tuesday,0,0,High
Junction C,74,13,22,11,120,Sunny,37.874982107751656,17,Tuesday,1,0,High
Junction C,89,18,30,8,145,Sunny,36.10049196729181,18,Tuesday,1,0,Severe
Junction B,81,17,30,10,138,Sunny,35.82191711852102,19,Tuesday,1,0,Severe
Junction B,56,13,9,5,83,Cloudy,36.83907751073438,20,Tuesday,0,0,Medium
Junction B,30,13,21,9,73,Sunny,31.026598412104907,21,Tuesday,0,0,Medium
Junction A,42,10,27,8,87,Cloudy,29.08572635577377,22,Tuesday,0,0,Medium
Junction C,14,0,18,6,38,Sunny,32.94537257228636,23,Tuesday,0,0,Low
Junction B,5,6,9,5,25,Sunny,28.309039386583773,0,Wednesday,0,0,Low
Junction A,26,6,12,7,51,Sunny,29.93540860287927,1,Wednesday,0,0,Low
Junction A,17,2,18,6,43,Sunny,37.80830179992159,2,Wednesday,0,0,Low
Junction A,8,8,12,3,31,Sunny,33.13943084590214,3,Wednesday,0,0,Low
Junction B,22,6,10,5,43,Cloudy,38.277217227853626,4,Wednesday,0,0,Low
Junction B,7,3,8,5,23,Cloudy,32.660523502475215,5,Wednesday,0,0,Low
Junction A,38,5,12,5,60,Sunny,29.710439140680823,6,Wednesday,0,0,Low
